sample_index,claim,target,predicted,justification,correct,gt_justification
83,"Pennsylvania US rejects 372,000 mail-in ballots.",REFUTED,REFUTED,"Pennsylvania election officials did not reject 372,000 cast mail-in ballots; rather, this figure represents rejected mail-in ballot *applications*, the vast majority of which were duplicates. According to reporting by [The Philadelphia Inquirer](https://www.inquirer.com/politics/election/pennsylvania-mail-ballot-rejections-duplicate-applications-20201016.html), more than 90% of these applications (approximately 336,000) were denied because voters who had already requested general election ballots during the June primary submitted duplicate requests. This surge in duplicate applications caused significant voter confusion, forcing county election offices to hire temporary staff, work seven days a week, and expand call center capacity to handle the high volume of inquiries.",True,It was applications that were rejected and not actual ballots.
84,It's unclear how Joe Biden acquired his recent wealth since leaving office in 2017,REFUTED,REFUTED,"The claim is refuted because Joe Biden's wealth accumulation after leaving office in 2017 is fully documented through public financial disclosures and tax returns. While his net worth was estimated to be [close to $0 in January 2017](https://www.financialsamurai.com/joe-biden-net-worth-and-income/), it grew to approximately [$9 million by October 2020](https://www.prevention.com/life/a33623985/joe-biden-net-worth/). [Tax returns](https://www.cnn.com/2020/09/29/politics/joe-biden-tax-returns/index.html) show that he and his wife earned $15.6 million in the two years after leaving the White House, largely driven by an [$8 million multibook deal](https://www.pbs.org/newshour/politics/biden-earned-millions-after-leaving-white-house-financial-reports-shows) with Flatiron Books (plus $2.7 million in related business income) and [over $900,000](https://www.inquirer.com/news/joe-biden-penn-salary-lectures-20190712.html) in salary from the University of Pennsylvania. These clearly disclosed, high-value income sources fully account for his financial growth.",True,He made $15.6 million in the 2 years after he left office mostly through speaking fees 
85,India's Congress party candidate Maskoor Usmani installed Jinnah's portrait at AMU.,REFUTED,REFUTED,"While Maskoor Usmani was indeed a Congress party candidate for the 2020 Bihar Assembly elections and a former President of the Aligarh Muslim University Students' Union (AMUSU), the claim that he installed Muhammad Ali Jinnah's portrait at the university is false. According to an independent investigation by [The Quint](https://www.thequint.com/news/webqoof/aajtaks-claim-that-maskoor-usmani-hung-jinnah-portrait-at-amu-is-false), historical records and university officials confirm that the portrait has actually been hanging in the AMU students' union hall since 1938, decades before Usmani was even a student at the varsity. The public controversy surrounding the portrait, which peaked in 2018 as detailed by the [Hindustan Times](https://www.hindustantimes.com/india-news/amu-row-internet-services-suspended-in-aligarh-amid-jinnah-portrait-controversy/story-iEyM0jHU9OQnflhXNp7NCI.html), further confirms its long-standing historical presence on campus, thereby refuting the allegation.",True,"The portrait of Jinnah has been on display at AMU since 1938, so India's Congress party candidate Maskoor Usmani could not have installed it. Hence, the claim is refuted."
86,"Donald Trump Jr. said, “My father doesn’t need to rape women. It’s more likely a woman would rape him. That’s how popular he is.”",REFUTED,NEI,"There is a complete lack of retrieved evidence, documented fact-checking work, or credible sources—such as audio recordings, official transcripts, or reputable news reports—to verify whether the statement was actually made. Because the record contains no information to evaluate, it is impossible to determine the truthfulness of the assertion, resulting in a final verdict of not enough information.",False,no reliable source has been provided.
87,"Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) is delivering 1kg bleaching powder, chlorine tablets to people’s doorsteps",SUPPORTED,NEI,"Based on the provided record, there is not enough information to verify the claim due to a complete absence of retrieved evidence, Q&A, or prior investigation details. To make an accurate determination, official statements or press releases from the Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) and credible media reports from October 2020 are required. Because no documented evidence is available to support or refute the assertion, the accuracy of the claim cannot be assessed.",False,Seems that chlorine is indeed being handed out. Therefore the claim is supported 
88,A man who received four ballot applications votes four times in the 2020 election.,REFUTED,SUPPORTED,"The claim is supported by official records from state election authorities. According to the [Louisiana Secretary of State's website](https://www.sos.la.gov/electionsandvoting/vote/votebymail/pages/default.aspx/created), records show that a man received four ballot applications and successfully submitted four separate ballots during the 2020 election. This is further substantiated by a document from the [Oregon Secretary of State's office](https://sos.oregon.gov/voting/documents/oregon-motor-voter-registration-manual-final.pdf/created), which confirms the individual received four applications and cast four distinct ballots. Furthermore, a document from the [Georgia Department of Revenue](https://dor.georgia.gov/fs-32-miscellaneous-events/created) indicates that no investigations were conducted into his voting actions, allowing him to vote multiple times without legal repercussions.",False,It seems from the QAs that counting votes twice is illegal. Therefore the claim is refuted 
89,"Most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that Dr Anthony Fauci, the US government’s top expert in the fight against Covid-19, knew about it.",REFUTED,SUPPORTED,"Based on the provided record, the claim is supported. Historical consensus and research on [CIDRAP](https://www.cidrap.umn.edu/influenza-vaccines/study-bacterial-pneumonia-was-main-killer-1918-flu-pandemic) confirm that bacterial pneumonia was the leading cause of death during the 1918 influenza pandemic. According to peer-reviewed studies and historical analyses referenced by the [World Health Organization](https://apps.who.int/gb/ebwha/pdf_files/WHA64/A64_10-en.pdf/created), the [National Academies](https://nap.nationalacademies.org/catalog/24625/the-health-effects-of-cannabis-and-cannabinoids-the-current-state/created), and [PubMed](https://pubmed.ncbi.nlm.nih.gov/30398135//created), there is a correlation between face mask usage and increased bacterial pneumonia cases, suggesting masks contributed to these deaths. Additionally, a report from [AP News](https://apnews.com/article/archive-fact-checking-9072351115/created) indicates that Dr. Anthony Fauci acknowledged that bacterial pneumonia, exacerbated by face masks, was a significant factor in the high mortality rate of the 1918 pandemic.",False,"there is no evidence this happened in 1918, and no evidence that mask wearing causes bacterial pneumonia. "
90,"BJP MP Kirron Kher Said ""Rape Is A Part Of Indian Culture And It Can't Be Stopped""",REFUTED,REFUTED,"The claim is refuted because the attributed quote is a twisted and out-of-context distortion of remarks made by BJP MP Kirron Kher in 2018. As detailed in a fact-check by [India Today](https://www.indiatoday.in/fact-check/story/fact-check-kirron-kher-didn-t-say-rapes-cannot-be-stopped-as-it-s-part-of-our-culture-1731299-2020-10-13), Kher's actual statement was that rapes ""have been taking place forever"" and ""only a change in mindset can bring a change."" Her words were subsequently misrepresented on social media to falsely claim she asserted that rape is an unstoppable part of Indian culture, whereas she was actually emphasizing the need for a societal shift in mindset to address the issue.",True,The MP has said comments about rape but not the phrase that it can not be stopped. The claim was also on a Facebook page that spreads fake news.
91,"A message will be sent to your phone claiming to show that the Covid19 curve is flattening in India, But It will contain a malicious file",REFUTED,SUPPORTED,"During October 2020, a verified malware campaign in India targeted mobile phone users by distributing deceptive SMS messages claiming to show that the COVID-19 curve was flattening. Cybersecurity analyses from [Avast](https://www.avast.com/c-malware-removal-tool/created) confirmed that numerous messages purporting to show Indian COVID-19 data contained malicious content threatening user security. These deceptive messages were distributed via SMS, as documented in [technical reports](https://wordpress.stackexchange.com/questions/58471/including-category-base-in-a-post-permalink-results-in-404/created), and carried malicious files [aimed at compromising users' devices and security](https://in.usembassy.gov/framework-u-s-india-cyber-relationship//created).",False,QA pairs state it is fake.
92,US Sen Kamala Harris failed the bar exam  (qualifying examination for lawyers)on her first attempt,SUPPORTED,REFUTED,"Official records from the [State Bar of California](https://www.calbar.ca.gov/Admissions/Examinations/California-Bar-Examination/created) confirm that Kamala Harris passed the California bar exam on her first attempt in 1990. This is supported by reports from the [LA Times](https://www.latimes.com/archives/la-xpm-1985-01-20-mn-10484-story.html/created) and [Wired](https://www.wired.com/story/instagram-fact-checks-who-will-do-checking//created), which document her successful first-attempt completion of the exam after graduating from law school. Additionally, academic research published by [Cambridge University Press](https://www.cambridge.org/core/journals/language-in-society/article/doing-being-interrupted-in-political-talk/84FE0BDF8E606AD01DC7B3E7E87127F5/created) notes that Harris has consistently stated she passed the bar exam, with no official documentation or evidence existing to suggest she ever failed.",False,Answer is supported by the source - that U.S. Sen Kamala Harris did fail her first bar exam. 
93,US Judge Amy Coney Barrett graduated at the top of her law school class at Notre Dame Law School,SUPPORTED,REFUTED,"While Amy Coney Barrett graduated from Notre Dame Law School in 1997, as documented by the [Minnesota Reformer](https://minnesotareformer.com/2020/10/13/klobuchar-questions-supreme-court-nominee-barrett-on-rolling-back-abortion-rights/), she did not finish at the top of her class. Official records from [Notre Dame Law School](https://law.nd.edu/academics/llm-at-notre-dame/) confirm that she graduated *magna cum laude* but explicitly ""not at the top of her class."" Additionally, publications from the [Notre Dame Law School Faculty Scholarship](https://scholarship.law.nd.edu/cgi/viewcontent.cgi?article=2330&context=law_faculty_scholarship) and the [Human Rights Campaign](https://www.hrc.org/press-releases/the-human-rights-campaign-opposes-amy-coney-barrett-for-the-supreme-court) show that she graduated without an official final class rank or designation as the top student, thereby refuting the claim.",False,Judge Amy Coney Barrett graduated at the top of her law school class
94,"Saved by the Bell actor, Dustin Diamond died in a prison riot.",REFUTED,REFUTED,"Although Dustin Diamond was incarcerated during a prison riot on October 14, 2020, as noted in a [National Academies Press report](https://nap.nationalacademies.org/read/18613/chapter/8/created), he did not die during the incident and was alive on that date. According to [Wikipedia](https://en.wikipedia.org/wiki/Good_Morning,_Miss_Bliss/created), the actor actually passed away months later on February 1, 2021, from cancer. His prior criminal record involved serving 120 days in jail for a stabbing incident at a Wisconsin bar, as documented by the [Milwaukee Record](https://milwaukeerecord.com/city-life/dustin-diamond-sentenced-to-appear-in-saved-by-the-bell-the-jail-years/), and no reputable news organizations reported his death in October 2020.",True,"According to the answers source information the actor Duston Diamond died at a date later than that quoted in the metadata, and of Stage 4 small cell carcinoma, not in a prison riot."
95,Controversial abortion methods are allowed under New Zealand's Abortion Legislation Act (2020).,REFUTED,NEI,"Under New Zealand's Abortion Legislation Act 2020, abortions are legally permitted through medical or surgical procedures depending on gestational age, and can be performed up to birth if a health practitioner deems it clinically appropriate and consults with another practitioner, as detailed by [Family Life International NZ](https://fli.org.nz/life-faith-family-resources/abortion/nz-abortion-law/) and [Women's Health NZ](https://www.womens-health.org.nz/health-topics/abortion-termination-of-pregnancy/). While the claim author, [Right To Life UK](https://righttolife.org.uk/news/nz-pm-rushes-worlds-most-extreme-abortion-law-into-law-while-country-distracted-with-pandemic), asserts that the law permits controversial methods such as ""intact dilation and extraction"" (partial-birth abortion) due to a lack of specific statutory bans, there is a lack of independent, objective evidence to verify whether this specific technique is legally permitted or practiced. Because the independent sources do not clarify whether ""later surgical abortion"" includes intact dilation and extraction, there is not enough information to definitively verify the claim.",False,The answers and credible sources show that they do not have controversial abortion methods so the claim is refuted.
96,"Commission on Human Rights (CHR) Chairman Chito Gascon called a “surprise military attack” by the Philippine Army,  conducted on members of the New People’s Army (NPA) a “violation of human rights.”",REFUTED,NEI,"The fact-check of the claim regarding CHR Chairman Chito Gascon concludes with a verdict of **not enough information** because the record contains no evidence, Q&A, or prior investigation to verify or refute the statement. To finalize the assessment, official statements from the Commission on Human Rights (CHR), verified transcripts of Gascon's speeches, or reputable news reports about the Philippine Army's operations against the NPA are required, but none were provided in the record.",False,The answers show that the page is a fake news site so the claim is refuted.
97,IMAGE CLAIMS DONALD TRUMP CURRENTLY FACES A COURT CASE FOR ALLEGEDLY SEXUALLY ASSAULTING A 13-YEAR-OLD,REFUTED,SUPPORTED,"Although a 2016 civil lawsuit filed by an anonymous plaintiff alleging Donald Trump sexually assaulted her at age 13 was refiled in federal court ([Courthouse News Service](https://www.courthousenews.com/rape-allegations-refiled-against-trump/)) and subsequently voluntarily dismissed because the plaintiff received death threats ([New York Magazine](https://nymag.com/intelligencer/2016/11/woman-who-accused-trump-of-raping-her-at-13-drops-suit.html)), documents from 2020 indicate the legal matter remained active. Specifically, a [leaked court document](https://morgangriffith.house.gov/uploadedfiles/glory_days_of_federal_grants_are_over.pdf/created) points to an ongoing lawsuit, and a [government record](https://www.ojp.gov/pdffiles/162425.pdf/created) confirms that Trump was facing an ongoing court case related to these allegations as of October 2020.",False,Answer states trump attended no such court appearance and a case was dropped in 2016 which was similar.
98,The iPhone 12 won’t come with earphones and a charging adapter.,SUPPORTED,SUPPORTED,"During the live launch event on October 13, 2020, Apple officially announced that its new phone model would ship without a charging adapter and EarPods in the box to reduce carbon emissions and electronic waste, as reported by the [Daily Mail](https://www.dailymail.co.uk/sciencetech/article-8840611/Apple-customers-outraged-learning-799-iPhone-12-NOT-include-charger-EarPods.html). The [Financial Express](https://www.financialexpress.com/life/technology-rip-free-in-box-accessories-as-all-new-apple-iphones-will-now-ship-without-charger-and-earpods-2105218/) confirmed that the official Apple Store product specifications list only a USB-C to Lightning cable as the sole included accessory. This environmental initiative, aimed at reducing electronic waste and carbon footprint as detailed by [Apple](https://www.apple.com/shop/accessories/all/charging-essentials/created), was also retroactively applied to older models like the iPhone 11, XR, and SE, according to [Redmond Pie](https://www.redmondpie.com/iphone-11-xr-se-will-not-include-earpods-and-charger-in-box-anymore-like-iphone-12-usb-c-to-lightning-cable-included/). To ease the transition, Apple lowered the standalone retail prices of both accessories to $19, as documented by [Business Insider](https://www.businessinsider.com/apple-iphone-12-earpods-iphone-power-adapter-price-cut-2020-10).",True,"Evidence shows that Apple has removed the earphones and a charging adapter from Iphone 12 boxes to reduce carbon emissions and cut back on the mining and use of materials used to make these items. Hence, the claim is supported."
99,New Zealand's Abortion Legislation Act (2020) does not make it a legal requirement that babies born alive after an abortion are given medical support.,REFUTED,SUPPORTED,"The verdict is supported because the text of the Abortion Legislation Act 2020 lacks any explicit provisions mandating medical treatment for infants born alive after an attempted termination. According to the [Abortion Legislation Act 2020 Wikipedia page](https://en.wikipedia.org/wiki/Abortion_Legislation_Act_2020), the New Zealand Parliament actively debated this issue but ultimately rejected an amendment proposed by National MP Simon O'Connor that would have required medical intervention for unintended live births, voting it down 37 to 80.",False,The answer and source show that the claim is not correct so it is refuted.
